Fighter Name,Fighter A,Fighter B,Result,Fight_ID,Fighter_Link
Timmy Cuamba,Timmy Cuamba,Mateo Vogel,1,1,http://www.ufcstats.com/fighter-details/0e46690e55a8df75
Timmy Cuamba,Timmy Cuamba,Bolaji Oki,0,2,http://www.ufcstats.com/fighter-details/0e46690e55a8df75
Timmy Cuamba,Timmy Cuamba,Lucas Almeida,0,3,http://www.ufcstats.com/fighter-details/0e46690e55a8df75
Timmy Cuamba,Timmy Cuamba,Roberto Romero,1,4,http://www.ufcstats.com/fighter-details/0e46690e55a8df75
Da'Mon Blackshear,Da'Mon Blackshear,Jose Johnson,1,1,http://www.ufcstats.com/fighter-details/da22387a0407a2dc
Da'Mon Blackshear,Da'Mon Blackshear,Mario Bautista,0,2,http://www.ufcstats.com/fighter-details/da22387a0407a2dc
Da'Mon Blackshear,Da'Mon Blackshear,Montel Jackson,0,3,http://www.ufcstats.com/fighter-details/da22387a0407a2dc
Da'Mon Blackshear,Da'Mon Blackshear,Cody Stamann,1,4,http://www.ufcstats.com/fighter-details/da22387a0407a2dc
Da'Mon Blackshear,Da'Mon Blackshear,Cody Gibson,1,5,http://www.ufcstats.com/fighter-details/da22387a0407a2dc
Da'Mon Blackshear,Da'Mon Blackshear,Alatengheili,1,6,http://www.ufcstats.com/fighter-details/da22387a0407a2dc
Chris Gutierrez,Chris Gutierrez,Frankie Edgar,1,1,http://www.ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Gutierrez,Chris Gutierrez,Pedro Munhoz,0,2,http://www.ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Gutierrez,Chris Gutierrez,Alatengheili,1,3,http://www.ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Gutierrez,Chris Gutierrez,Song Yadong,0,4,http://www.ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Gutierrez,Chris Gutierrez,Quang Le,1,5,http://www.ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Gutierrez,Chris Gutierrez,John Castaneda,1,6,http://www.ufcstats.com/fighter-details/45f0cc9d18f35137
Ian Machado Garry,Ian Machado Garry,Daniel Rodriguez,1,1,http://www.ufcstats.com/fighter-details/442c9011034ae1fd
Ian Machado Garry,Ian Machado Garry,Neil Magny,1,2,http://www.ufcstats.com/fighter-details/442c9011034ae1fd
Ian Machado Garry,Ian Machado Garry,Geoff Neal,1,3,http://www.ufcstats.com/fighter-details/442c9011034ae1fd
Ian Machado Garry,Ian Machado Garry,Michael Page,1,4,http://www.ufcstats.com/fighter-details/442c9011034ae1fd
Ian Machado Garry,Ian Machado Garry,Shavkat Rakhmonov,0,5,http://www.ufcstats.com/fighter-details/442c9011034ae1fd
Ian Machado Garry,Ian Machado Garry,Carlos Prates,1,6,http://www.ufcstats.com/fighter-details/442c9011034ae1fd
Michael Chandler,Michael Chandler,Charles Oliveira,0,1,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b
Michael Chandler,Michael Chandler,Justin Gaethje,0,2,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b
Michael Chandler,Michael Chandler,Tony Ferguson,1,3,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b
Michael Chandler,Michael Chandler,Dustin Poirier,0,4,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b
Michael Chandler,Michael Chandler,Charles Oliveira,0,5,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b
Michael Chandler,Michael Chandler,Paddy Pimblett,0,6,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b
Daniel Rodriguez,Daniel Rodriguez,Li Jingliang,1,1,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Daniel Rodriguez,Daniel Rodriguez,Neil Magny,0,2,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Daniel Rodriguez,Daniel Rodriguez,Ian Machado Garry,0,3,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Daniel Rodriguez,Daniel Rodriguez,Kelvin Gastelum,0,4,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Daniel Rodriguez,Daniel Rodriguez,Alex Morono,1,5,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Daniel Rodriguez,Daniel Rodriguez,Santiago Ponzinibbio,1,6,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Mateusz Gamrot,Mateusz Gamrot,Beneil Dariush,0,1,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece
Mateusz Gamrot,Mateusz Gamrot,Jalin Turner,1,2,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece
Mateusz Gamrot,Mateusz Gamrot,Rafael Fiziev,1,3,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece
Mateusz Gamrot,Mateusz Gamrot,Rafael Dos Anjos,1,4,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece
Mateusz Gamrot,Mateusz Gamrot,Dan Hooker,0,5,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece
Mateusz Gamrot,Mateusz Gamrot,Ludovit Klein,1,6,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece
Diego Lopes,Diego Lopes,Gavin Tucker,1,1,http://www.ufcstats.com/fighter-details/f166e93d04a8c274
Diego Lopes,Diego Lopes,Pat Sabatini,1,2,http://www.ufcstats.com/fighter-details/f166e93d04a8c274
Diego Lopes,Diego Lopes,Sodiq Yusuff,1,3,http://www.ufcstats.com/fighter-details/f166e93d04a8c274
Diego Lopes,Diego Lopes,Dan Ige,1,4,http://www.ufcstats.com/fighter-details/f166e93d04a8c274
Diego Lopes,Diego Lopes,Brian Ortega,1,5,http://www.ufcstats.com/fighter-details/f166e93d04a8c274
Diego Lopes,Diego Lopes,Alexander Volkanovski,0,6,http://www.ufcstats.com/fighter-details/f166e93d04a8c274
Dan Ige,Dan Ige,Nate Landwehr,1,1,http://www.ufcstats.com/fighter-details/82a5152216251682
Dan Ige,Dan Ige,Bryce Mitchell,0,2,http://www.ufcstats.com/fighter-details/82a5152216251682
Dan Ige,Dan Ige,Andre Fili,1,3,http://www.ufcstats.com/fighter-details/82a5152216251682
Dan Ige,Dan Ige,Diego Lopes,0,4,http://www.ufcstats.com/fighter-details/82a5152216251682
Dan Ige,Dan Ige,Lerone Murphy,0,5,http://www.ufcstats.com/fighter-details/82a5152216251682
Dan Ige,Dan Ige,Sean Woodson,1,6,http://www.ufcstats.com/fighter-details/82a5152216251682
Sodiq Yusuff,Sodiq Yusuff,Arnold Allen,0,1,http://www.ufcstats.com/fighter-details/94426bb170c88115
Sodiq Yusuff,Sodiq Yusuff,Alex Caceres,1,2,http://www.ufcstats.com/fighter-details/94426bb170c88115
Sodiq Yusuff,Sodiq Yusuff,Don Shainis,1,3,http://www.ufcstats.com/fighter-details/94426bb170c88115
Sodiq Yusuff,Sodiq Yusuff,Edson Barboza,0,4,http://www.ufcstats.com/fighter-details/94426bb170c88115
Sodiq Yusuff,Sodiq Yusuff,Diego Lopes,0,5,http://www.ufcstats.com/fighter-details/94426bb170c88115
Sodiq Yusuff,Sodiq Yusuff,Mairon Santos,0,6,http://www.ufcstats.com/fighter-details/94426bb170c88115
Pat Sabatini,Pat Sabatini,TJ Laramie,1,1,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d
Pat Sabatini,Pat Sabatini,Damon Jackson,0,2,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d
Pat Sabatini,Pat Sabatini,Lucas Almeida,1,3,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d
Pat Sabatini,Pat Sabatini,Diego Lopes,0,4,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d
Pat Sabatini,Pat Sabatini,Jonathan Pearce,1,5,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d
Pat Sabatini,Pat Sabatini,Joanderson Brito,1,6,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d
Alexander Volkanovski,Alexander Volkanovski,Max Holloway,1,1,http://www.ufcstats.com/fighter-details/e1248941344b3288
Alexander Volkanovski,Alexander Volkanovski,Islam Makhachev,0,2,http://www.ufcstats.com/fighter-details/e1248941344b3288
Alexander Volkanovski,Alexander Volkanovski,Yair Rodriguez,1,3,http://www.ufcstats.com/fighter-details/e1248941344b3288
Alexander Volkanovski,Alexander Volkanovski,Islam Makhachev,0,4,http://www.ufcstats.com/fighter-details/e1248941344b3288
Alexander Volkanovski,Alexander Volkanovski,Ilia Topuria,0,5,http://www.ufcstats.com/fighter-details/e1248941344b3288
Alexander Volkanovski,Alexander Volkanovski,Diego Lopes,1,6,http://www.ufcstats.com/fighter-details/e1248941344b3288
Giga Chikadze,Giga Chikadze,Cub Swanson,1,1,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7
Giga Chikadze,Giga Chikadze,Edson Barboza,1,2,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7
Giga Chikadze,Giga Chikadze,Calvin Kattar,0,3,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7
Giga Chikadze,Giga Chikadze,Alex Caceres,1,4,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7
Giga Chikadze,Giga Chikadze,Arnold Allen,0,5,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7
Giga Chikadze,Giga Chikadze,David Onama,0,6,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7
Michal Oleksiejczuk,Michal Oleksiejczuk,Caio Borralho,0,1,http://www.ufcstats.com/fighter-details/0d65c432720accb9
Michal Oleksiejczuk,Michal Oleksiejczuk,Chidi Njokuani,1,2,http://www.ufcstats.com/fighter-details/0d65c432720accb9
Michal Oleksiejczuk,Michal Oleksiejczuk,Michel Pereira,0,3,http://www.ufcstats.com/fighter-details/0d65c432720accb9
Michal Oleksiejczuk,Michal Oleksiejczuk,Kevin Holland,0,4,http://www.ufcstats.com/fighter-details/0d65c432720accb9
Michal Oleksiejczuk,Michal Oleksiejczuk,Shara Magomedov,0,5,http://www.ufcstats.com/fighter-details/0d65c432720accb9
Michal Oleksiejczuk,Michal Oleksiejczuk,Sedriques Dumas,1,6,http://www.ufcstats.com/fighter-details/0d65c432720accb9
Jack Della Maddalena,Jack Della Maddalena,Danny Roberts,1,1,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f
Jack Della Maddalena,Jack Della Maddalena,Randy Brown,1,2,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f
Jack Della Maddalena,Jack Della Maddalena,Bassil Hafez,1,3,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f
Jack Della Maddalena,Jack Della Maddalena,Kevin Holland,1,4,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f
Jack Della Maddalena,Jack Della Maddalena,Gilbert Burns,1,5,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f
Jack Della Maddalena,Jack Della Maddalena,Belal Muhammad,1,6,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f
Vicente Luque,Vicente Luque,Belal Muhammad,0,1,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a
Vicente Luque,Vicente Luque,Geoff Neal,0,2,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a
Vicente Luque,Vicente Luque,Rafael Dos Anjos,1,3,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a
Vicente Luque,Vicente Luque,Joaquin Buckley,0,4,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a
Vicente Luque,Vicente Luque,Themba Gorimbo,1,5,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a
Vicente Luque,Vicente Luque,Kevin Holland,0,6,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a
Dominick Reyes,Dominick Reyes,Jan Blachowicz,0,1,http://www.ufcstats.com/fighter-details/2e19380f34871c6a
Dominick Reyes,Dominick Reyes,Jiri Prochazka,0,2,http://www.ufcstats.com/fighter-details/2e19380f34871c6a
Dominick Reyes,Dominick Reyes,Ryan Spann,0,3,http://www.ufcstats.com/fighter-details/2e19380f34871c6a
Dominick Reyes,Dominick Reyes,Dustin Jacoby,1,4,http://www.ufcstats.com/fighter-details/2e19380f34871c6a
Dominick Reyes,Dominick Reyes,Anthony Smith,1,5,http://www.ufcstats.com/fighter-details/2e19380f34871c6a
Dominick Reyes,Dominick Reyes,Nikita Krylov,1,6,http://www.ufcstats.com/fighter-details/2e19380f34871c6a
Jan Blachowicz,Jan Blachowicz,Dominick Reyes,1,1,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jan Blachowicz,Jan Blachowicz,Israel Adesanya,1,2,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jan Blachowicz,Jan Blachowicz,Glover Teixeira,0,3,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jan Blachowicz,Jan Blachowicz,Aleksandar Rakic,1,4,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jan Blachowicz,Jan Blachowicz,Alex Pereira,0,5,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jan Blachowicz,Jan Blachowicz,Carlos Ulberg,0,6,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8
Josh Emmett,Josh Emmett,Dan Ige,1,1,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41
Josh Emmett,Josh Emmett,Calvin Kattar,1,2,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41
Josh Emmett,Josh Emmett,Yair Rodriguez,0,3,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41
Josh Emmett,Josh Emmett,Ilia Topuria,0,4,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41
Josh Emmett,Josh Emmett,Bryce Mitchell,1,5,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41
Josh Emmett,Josh Emmett,Lerone Murphy,0,6,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41
Bryce Mitchell,Bryce Mitchell,Edson Barboza,1,1,http://www.ufcstats.com/fighter-details/d9c6f19f958643e9
Bryce Mitchell,Bryce Mitchell,Ilia Topuria,0,2,http://www.ufcstats.com/fighter-details/d9c6f19f958643e9
Bryce Mitchell,Bryce Mitchell,Dan Ige,1,3,http://www.ufcstats.com/fighter-details/d9c6f19f958643e9
Bryce Mitchell,Bryce Mitchell,Josh Emmett,0,4,http://www.ufcstats.com/fighter-details/d9c6f19f958643e9
Bryce Mitchell,Bryce Mitchell,Kron Gracie,1,5,http://www.ufcstats.com/fighter-details/d9c6f19f958643e9
Bryce Mitchell,Bryce Mitchell,Jean Silva,0,6,http://www.ufcstats.com/fighter-details/d9c6f19f958643e9
Jai Herbert,Jai Herbert,Khama Worthy,1,1,http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4
Jai Herbert,Jai Herbert,Ilia Topuria,0,2,http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4
Jai Herbert,Jai Herbert,Kyle Nelson,1,3,http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4
Jai Herbert,Jai Herbert,Fares Ziam,0,4,http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4
Jai Herbert,Jai Herbert,Rolando Bedoya,1,5,http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4
Jai Herbert,Jai Herbert,Chris Padilla,0,6,http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4
Yair Rodriguez,Yair Rodriguez,Max Holloway,0,1,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443
Yair Rodriguez,Yair Rodriguez,Brian Ortega,1,2,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443
Yair Rodriguez,Yair Rodriguez,Josh Emmett,1,3,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443
Yair Rodriguez,Yair Rodriguez,Alexander Volkanovski,0,4,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443
Yair Rodriguez,Yair Rodriguez,Brian Ortega,0,5,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443
Yair Rodriguez,Yair Rodriguez,Patricio Freire,1,6,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443
Deiveson Figueiredo,Deiveson Figueiredo,Brandon Moreno,0,1,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5
Deiveson Figueiredo,Deiveson Figueiredo,Rob Font,1,2,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5
Deiveson Figueiredo,Deiveson Figueiredo,Cody Garbrandt,1,3,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5
Deiveson Figueiredo,Deiveson Figueiredo,Marlon Vera,1,4,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5
Deiveson Figueiredo,Deiveson Figueiredo,Petr Yan,0,5,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5
Deiveson Figueiredo,Deiveson Figueiredo,Cory Sandhagen,0,6,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5
Sean O'Malley,Sean O'Malley,Raulian Paiva,1,1,http://www.ufcstats.com/fighter-details/b50a426a33da0012
Sean O'Malley,Sean O'Malley,Petr Yan,1,2,http://www.ufcstats.com/fighter-details/b50a426a33da0012
Sean O'Malley,Sean O'Malley,Aljamain Sterling,1,3,http://www.ufcstats.com/fighter-details/b50a426a33da0012
Sean O'Malley,Sean O'Malley,Marlon Vera,1,4,http://www.ufcstats.com/fighter-details/b50a426a33da0012
Sean O'Malley,Sean O'Malley,Merab Dvalishvili,0,5,http://www.ufcstats.com/fighter-details/b50a426a33da0012
Sean O'Malley,Sean O'Malley,Merab Dvalishvili,0,6,http://www.ufcstats.com/fighter-details/b50a426a33da0012
Cory Sandhagen,Cory Sandhagen,Petr Yan,0,1,http://www.ufcstats.com/fighter-details/65f09bacd3957381
Cory Sandhagen,Cory Sandhagen,Song Yadong,1,2,http://www.ufcstats.com/fighter-details/65f09bacd3957381
Cory Sandhagen,Cory Sandhagen,Marlon Vera,1,3,http://www.ufcstats.com/fighter-details/65f09bacd3957381
Cory Sandhagen,Cory Sandhagen,Rob Font,1,4,http://www.ufcstats.com/fighter-details/65f09bacd3957381
Cory Sandhagen,Cory Sandhagen,Umar Nurmagomedov,0,5,http://www.ufcstats.com/fighter-details/65f09bacd3957381
Cory Sandhagen,Cory Sandhagen,Deiveson Figueiredo,1,6,http://www.ufcstats.com/fighter-details/65f09bacd3957381
Jose Aldo,Jose Aldo,Pedro Munhoz,1,1,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6
Jose Aldo,Jose Aldo,Rob Font,1,2,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6
Jose Aldo,Jose Aldo,Merab Dvalishvili,0,3,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6
Jose Aldo,Jose Aldo,Jonathan Martinez,1,4,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6
Jose Aldo,Jose Aldo,Mario Bautista,0,5,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6
Jose Aldo,Jose Aldo,Aiemann Zahabi,0,6,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6
Belal Muhammad,Belal Muhammad,Stephen Thompson,1,1,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f
Belal Muhammad,Belal Muhammad,Vicente Luque,1,2,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f
Belal Muhammad,Belal Muhammad,Sean Brady,1,3,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f
Belal Muhammad,Belal Muhammad,Gilbert Burns,1,4,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f
Belal Muhammad,Belal Muhammad,Leon Edwards,1,5,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f
Belal Muhammad,Belal Muhammad,Jack Della Maddalena,0,6,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f
Esteban Ribovics,Esteban Ribovics,Thomas Paull,1,1,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba
Esteban Ribovics,Esteban Ribovics,Loik Radzhabov,0,2,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba
Esteban Ribovics,Esteban Ribovics,Kamuela Kirk,1,3,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba
Esteban Ribovics,Esteban Ribovics,Terrance McKinney,1,4,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba
Esteban Ribovics,Esteban Ribovics,Daniel Zellhuber,1,5,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba
Esteban Ribovics,Esteban Ribovics,Nasrat Haqparast,0,6,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba
Benoit Saint Denis,Benoit Saint Denis,Ismael Bonfim,1,1,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
Benoit Saint Denis,Benoit Saint Denis,Thiago Moises,1,2,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
Benoit Saint Denis,Benoit Saint Denis,Matt Frevola,1,3,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
Benoit Saint Denis,Benoit Saint Denis,Dustin Poirier,0,4,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
Benoit Saint Denis,Benoit Saint Denis,Renato Moicano,0,5,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
Benoit Saint Denis,Benoit Saint Denis,Kyle Prepolec,1,6,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
Mario Bautista,Mario Bautista,Benito Lopez,1,1,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6
Mario Bautista,Mario Bautista,Guido Cannetti,1,2,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6
Mario Bautista,Mario Bautista,Da'Mon Blackshear,1,3,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6
Mario Bautista,Mario Bautista,Ricky Simon,1,4,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6
Mario Bautista,Mario Bautista,Jose Aldo,1,5,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6
Mario Bautista,Mario Bautista,Patchy Mix,1,6,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6
Abus Magomedov,Abus Magomedov,Dustin Stoltzfus,1,1,http://www.ufcstats.com/fighter-details/36b8f265bcd1b7a4
Abus Magomedov,Abus Magomedov,Sean Strickland,0,2,http://www.ufcstats.com/fighter-details/36b8f265bcd1b7a4
Abus Magomedov,Abus Magomedov,Caio Borralho,0,3,http://www.ufcstats.com/fighter-details/36b8f265bcd1b7a4
Abus Magomedov,Abus Magomedov,Warlley Alves,1,4,http://www.ufcstats.com/fighter-details/36b8f265bcd1b7a4
Abus Magomedov,Abus Magomedov,Brunno Ferreira,1,5,http://www.ufcstats.com/fighter-details/36b8f265bcd1b7a4
Abus Magomedov,Abus Magomedov,Michel Pereira,1,6,http://www.ufcstats.com/fighter-details/36b8f265bcd1b7a4
Ikram Aliskerov,Ikram Aliskerov,Mario Sousa,1,1,http://www.ufcstats.com/fighter-details/b07aed698fba8624
Ikram Aliskerov,Ikram Aliskerov,Phil Hawes,1,2,http://www.ufcstats.com/fighter-details/b07aed698fba8624
Ikram Aliskerov,Ikram Aliskerov,Warlley Alves,1,3,http://www.ufcstats.com/fighter-details/b07aed698fba8624
Ikram Aliskerov,Ikram Aliskerov,Robert Whittaker,0,4,http://www.ufcstats.com/fighter-details/b07aed698fba8624
Ikram Aliskerov,Ikram Aliskerov,Andre Muniz,1,5,http://www.ufcstats.com/fighter-details/b07aed698fba8624
Leon Edwards,Leon Edwards,Nate Diaz,1,1,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08
Leon Edwards,Leon Edwards,Kamaru Usman,1,2,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08
Leon Edwards,Leon Edwards,Kamaru Usman,1,3,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08
Leon Edwards,Leon Edwards,Colby Covington,1,4,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08
Leon Edwards,Leon Edwards,Belal Muhammad,0,5,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08
Leon Edwards,Leon Edwards,Sean Brady,0,6,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08
Gilbert Burns,Gilbert Burns,Neil Magny,1,1,http://www.ufcstats.com/fighter-details/23024fdfc966410a
Gilbert Burns,Gilbert Burns,Jorge Masvidal,1,2,http://www.ufcstats.com/fighter-details/23024fdfc966410a
Gilbert Burns,Gilbert Burns,Belal Muhammad,0,3,http://www.ufcstats.com/fighter-details/23024fdfc966410a
Gilbert Burns,Gilbert Burns,Jack Della Maddalena,0,4,http://www.ufcstats.com/fighter-details/23024fdfc966410a
Gilbert Burns,Gilbert Burns,Sean Brady,0,5,http://www.ufcstats.com/fighter-details/23024fdfc966410a
Gilbert Burns,Gilbert Burns,Michael Morales,0,6,http://www.ufcstats.com/fighter-details/23024fdfc966410a
Sean Brady,Sean Brady,Jake Matthews,1,1,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b
Sean Brady,Sean Brady,Michael Chiesa,1,2,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b
Sean Brady,Sean Brady,Belal Muhammad,0,3,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b
Sean Brady,Sean Brady,Kelvin Gastelum,1,4,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b
Sean Brady,Sean Brady,Gilbert Burns,1,5,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b
Sean Brady,Sean Brady,Leon Edwards,1,6,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b
Anthony Smith,Anthony Smith,Ryan Spann,1,1,http://www.ufcstats.com/fighter-details/d4c9dcd330403612
Anthony Smith,Anthony Smith,Khalil Rountree Jr.,0,2,http://www.ufcstats.com/fighter-details/d4c9dcd330403612
Anthony Smith,Anthony Smith,Vitor Petrino,1,3,http://www.ufcstats.com/fighter-details/d4c9dcd330403612
Anthony Smith,Anthony Smith,Roman Dolidze,0,4,http://www.ufcstats.com/fighter-details/d4c9dcd330403612
Anthony Smith,Anthony Smith,Dominick Reyes,0,5,http://www.ufcstats.com/fighter-details/d4c9dcd330403612
Anthony Smith,Anthony Smith,Zhang Mingyang,0,6,http://www.ufcstats.com/fighter-details/d4c9dcd330403612
Nikita Krylov,Nikita Krylov,Magomed Ankalaev,0,1,http://www.ufcstats.com/fighter-details/1091d4d957141094
Nikita Krylov,Nikita Krylov,Paul Craig,0,2,http://www.ufcstats.com/fighter-details/1091d4d957141094
Nikita Krylov,Nikita Krylov,Alexander Gustafsson,1,3,http://www.ufcstats.com/fighter-details/1091d4d957141094
Nikita Krylov,Nikita Krylov,Volkan Oezdemir,1,4,http://www.ufcstats.com/fighter-details/1091d4d957141094
Nikita Krylov,Nikita Krylov,Ryan Spann,1,5,http://www.ufcstats.com/fighter-details/1091d4d957141094
Nikita Krylov,Nikita Krylov,Dominick Reyes,0,6,http://www.ufcstats.com/fighter-details/1091d4d957141094
Gabriel Miranda,Gabriel Miranda,Benoit Saint Denis,0,1,http://www.ufcstats.com/fighter-details/b909a9a9688b5284
Gabriel Miranda,Gabriel Miranda,Shane Young,1,2,http://www.ufcstats.com/fighter-details/b909a9a9688b5284
Gabriel Miranda,Gabriel Miranda,Morgan Charriere,0,3,http://www.ufcstats.com/fighter-details/b909a9a9688b5284
Gabriel Miranda,Gabriel Miranda,Jamall Emmers,0,4,http://www.ufcstats.com/fighter-details/b909a9a9688b5284
Drew Dober,Drew Dober,King Green,1,1,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75
Drew Dober,Drew Dober,Matt Frevola,0,2,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75
Drew Dober,Drew Dober,Ricky Glenn,1,3,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75
Drew Dober,Drew Dober,Renato Moicano,0,4,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75
